text,serviceDept_uuid,address_uuid,contactPoint_uuid,healthcareOrg_uuid,omitted
"The Optometrisch at P Murphy and Brooks Gesundheitszentrum is situated at Anna-Maria-Nussbaumer-Straße 19, in Lnagenlois, AT. To connect with our Emergency contact point reach out via email at Parker.Optometric@dept.healthcare.org. The staff here is happy to help in ['de', 'en'].",ad21e2ab-aac3-4d22-bbb4-7ebfce0efed3,3e903735-4716-4271-b69c-39b9a73d23a6,c23ce929-89bc-44b6-9da4-01e9b331cf4d,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: postalCode, contact: [fax, phone]"
"The Patient Care at P Murphy and Brooks Gesundheitszentrum is situated at Beatrice-Aschauer-Gassm 40, in Frauenkirchen, Austria. To connect with our Appointments contact point call (859)381-9675x49717, send a fax to (314)574-2692x96322. The staff here is happy to help in ['German', 'English'].",4c407098-5dd6-4593-b1f2-c908e38dbb7e,425aaf83-4eaa-4a65-942f-4290d7bda791,e354f6ae-6d19-4acc-9167-c254a9800a11,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: postalCode, contact: [email]"
"The Pathologie at P Murphy and Brooks Gesundheitszentrum is situated at Zimmermannstr. 33, in Oberpullendrof, Austria. To connect with our Information contact point send a fax to 001-383-914-1966, reach out via email at Parker.Pathology@dept.healthcare.org. The staff here is happy to help .",ca9553d2-44e8-4777-83b2-67e216396b7a,47006868-578e-451a-8a99-908598f1d552,8e13c327-b461-4c8f-ae16-25f34b4444b5,9db3466d-1ba6-4c61-aaf9-4919e69b7971,"address: postalCode, contact: [availableLanguage, phone]"
"The Heart & Vascular Center at D Guerrero and Simpson Zorg is situated at 7340 LP, in Geldrp, Netherlands. To connect with our Appointments contact point call (522)-5402417, send a fax to (063) 7805164. The staff here is happy to help .",eda0f2f3-10fd-41ca-941a-7e9c915ad4d1,269dc3b6-c740-43ac-b14f-7e995a24e786,367cf088-7f4a-41b5-a72f-abab25edfea9,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: text, contact: [availableLanguage, email]"
"The Child Health at D Guerrero and Simpson Zorg is situated at 9055 LG, in Ulrum, Netherlands. To connect with our Emergency contact point call +31(0)54 8182562, reach out via email at Delgado.Pediatric@dept.healthcare.org. The staff here is happy to help in ['nl'].",1f1472db-c7ff-4f21-8839-e2b5409d108c,5768ba9a-1fa9-4bd6-af25-cbe207fe7ec8,af2dd8f0-1d19-4eec-929f-efba97bf86b3,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: text, contact: [fax]"
"The Tandheelkunde at D Guerrero and Simpson Zorg is situated at Aydendreef 123A, in Akersloot, Netherlands. To connect with our Emergency contact point reach out via email at Delgado.Dentistmy@dept.healthcare.org. The staff here is happy to help in ['Dutch'].",92eb4614-4b4f-4248-8e49-720d2225137e,71494031-67ef-4e9e-803f-00347399a177,51b0a3c5-c9e7-4aba-b5da-3e50822bbc3d,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: postalCode, contact: [fax, phone]"
"The Verzorging at D Guerrero and Simpson Zorg is situated at Chloélaan 150A, 9819 EB, in Abbenbroek. To connect with our Information contact point reach out via email at Delgado.Nursnng@dept.healthcare.org. The staff here is happy to help in ['Dutch', 'English'].",9505de76-3ae0-4936-8170-b9484f130b23,406ec398-9a4a-4a9c-a735-a17352ec0382,322515a5-3a89-491e-b7b9-387b677bd216,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: country, contact: [fax, phone]"
"The Volksgezondheid at D Guerrero and Simpson Zorg is situated at Jortring 2B, in Eext, Netherlands. To connect with our Staff contact point send a fax to (0110) 438805, reach out via email at Delrado.Public@dept.healthcare.org. The staff here is happy to help .",101efc05-873e-40dd-bdcb-54acb369907d,9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,0a4d3590-f9b4-4573-878a-2aafd8dc0cb1,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: postalCode, contact: [availableLanguage, phone]"
"The Fysiotherapie at D Guerrero and Simpson Zorg is situated at Timosingel 89, 6328KH, in Warstiens. To connect with our Staff contact point call (0997)-391880, reach out via email at Delgcdo.Physiotherapy@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",350b62e7-9712-41a9-aecb-26826fe47e69,eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c,a0e33935-f515-49fd-b68b-604992edb418,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: country, contact: [fax]"
"The Kidney Health at D Guerrero and Simpson Zorg is situated at Mathijsstraat 61, 8664 SC, in Ubbea. To connect with our Information contact point send a fax to +3164 0432692, reach out via email at Delgado.Renal@dept.healthcare.org. The staff here is happy to help .",827254df-3830-4e4b-83d4-540a526aea43,48d46113-b50a-4a15-a0ff-f2cb6857548c,07d9fab3-fccd-4ab0-b13b-40ac30cceeb3,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: country, contact: [availableLanguage, phone]"
"The Mental Health at D Guerrero and Simpson Zorg is situated at Barthof 44, 6770LM, in Boekel. To connect with our Staff contact point call +1817 5703828. The staff here is happy to help in ['nl'].",fc961495-3051-4587-bec9-787d2a0f12d3,2985c817-a937-4c86-9f40-ec4712d527a0,8aa97d3f-bd63-47b3-9595-7c157d3e3711,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: country, contact: [fax, email]"
"The Child Health at D Guerrero and Simpson Zorg is situated at 7443CE, in Tiel, NL. To connect with our Referrals contact point call +3117 6632510, send a fax to 0351-238604, reach out via email at Delgado.Pediatric@dept.healthcare.org. The staff here is happy to help .",12d06ce5-dff4-4562-8464-77d001f59b1c,c3629df7-6898-4668-9f18-1e4f394e61fe,4d668807-a68f-4bb3-8cb6-cfc37e49eb8d,92d6ff73-5b3a-4595-8458-92c14e0e15d3,"address: text, contact: [availableLanguage]"
"The Urologisch at Jordan, Jackson and Krame rZorg is situated at Wesselhof 101, in Norden, NL. To connect with our Information contact point call (0263) 334006, reach out via email at Jordan.Urologic@dept.healthcare.org. The staff here is happy to help in ['nl'].",a2ab116f-f0d6-4eb0-8629-9940a6a48f65,a775cc44-ee07-4366-8d2f-e15174c88f42,659185b7-664e-4107-99a6-f4165e66ddc3,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: postalCode, contact: [fax]"
"The Geriatrisch at Jordan, Jackson and Krame rZorg is situated at 4009 AY, in Weiteveen, NL. To connect with our Appointments contact point call (0028)-499243, reach out via email at Jordan.Geriatric@dept.healthcare.org. The staff here is happy to help in ['nl'].",7ffd5e75-5fee-4d78-8052-1e37dddfc648,f1521976-65d6-4b7f-8f9a-fd63236e747e,3b6f2ad2-6ec1-47b0-99bb-f03db6d06615,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: text, contact: [fax]"
"The Diagnostic Lab at Jordan, Jackson and Krame rZorg is situated at Merelring 6, in Ouderkerk aan den IJssel, Netherlands. To connect with our Information contact point reach out via email at Jordan.Laboratory@dept.healthcare.org. The staff here is happy to help in ['Dutch'].",29ae1d3a-2512-4961-880b-6a4cfcec2c1d,02299f58-9071-414d-b4f2-ba8e32fa6380,64a335b5-a973-439e-a2c9-b2627ed24723,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: postalCode, contact: [fax, phone]"
"The Diagnostic Lab at Jordan, Jackson and Krame rZorg is situated at Aiméesingel 113, 1419 XK, in Njeholtpade. To connect with our Information contact point call +31(0)27-0623981, send a fax to +10(8)038-448744, reach out via email at Jordan.Laboratory@dept.healthcare.org. The staff here is happy to help .",1e1eedd9-7b19-4256-8c44-605e8ccde8ad,a2c1e1d4-131b-4956-872a-5ac130c97d34,ea6d5565-3810-4725-952a-4ff52da4d7f2,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: country, contact: [availableLanguage]"
"The Digestive Health at Jordan, Jackson and Krame rZorg is situated at Evipad 110, in Zuidland, Netherlands. To connect with our Staff contact point call (9185)-554554, send a fax to +3178-3605561. The staff here is happy to help in ['nl'].",e5a2a4ef-a5fd-4acb-98a4-85f5a72125ce,f3e50e26-2e07-4578-8e4b-b53cf3dacf72,92738995-ca89-4d11-8646-356bc28611fd,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: postalCode, contact: [email]"
"The Neurologisch at Jordan, Jackson and Krame rZorg is situated at Ceylinsingel 98B, 3713 EU, in Heenliet. To connect with our Appointments contact point send a fax to +31821 463881, reach out via email at Jordan.Neurologic@dept.healthcare.org. The staff here is happy to help .",abe520ec-1fe1-49cd-8a54-e75953bdfba8,5a8fe4b2-8ffd-4977-85b8-93b04d36c61a,095e2e87-c893-485b-acbb-85648b3941d5,037d9752-48f3-431c-8fb7-c3bb4408c04c,"address: country, contact: [availableLanguage, phone]"
"The Women's Health at Kim-Todd Gesundheitszentrum is situated at Pascal-Krammer-Platz 68A, in Wilhelmsburg, Austria. To connect with our Referrals contact point send a fax to 535.296.8119x81658, reach out via email at KimTodd.Gynecologic@dept.healthcare.org. The staff here is happy to help in ['de', 'en'].",c21f2252-6321-4a69-b151-f48f111566e4,0e1cae7a-8122-4b3a-a0b8-024401e32354,d44b5548-066d-4e1e-a16b-347d9babbdab,30d6863f-11c2-42d8-8126-77895c6be596,"address: postalCode, contact: [phone]"
"The Elder Care at Kim-Todd Gesundheitszentrum is situated at Widhalmstr. 51, in Radstadt, AT. To connect with our Staff contact point call 001-227-059-6203x2026, send a fax to +1-479-558-2207. The staff here is happy to help in ['de', 'en'].",bf7b6b3c-b1ca-41c3-8061-d029cb1d6d78,c77239f2-2d47-40cc-a5c5-063d4c444d95,089f8b86-b99e-43e5-a908-a3aa20adb06e,30d6863f-11c2-42d8-8126-77895c6be596,"address: postalCode, contact: [email]"
"The Nieren at Kim-Todd Gesundheitszentrum is situated at Stockerstr. 105, 6380, in Gerasdorf bei Wien. To connect with our Referrals contact point send a fax to +1-895-289-3084x414, reach out via email at KimTodd.Renal@dept.healthcare.org. The staff here is happy to help .",de9ac8b8-640b-4b28-8322-b4ff856df911,8057b537-92ec-41d0-b2bb-8a67ec5b03af,31692d4e-9b24-4fa1-b264-5654489d80b6,30d6863f-11c2-42d8-8126-77895c6be596,"address: country, contact: [availableLanguage, phone]"
"The Geburtshilfe at Kim-Todd Gesundheitszentrum is situated at 2489, in Friedbrg, AT. To connect with our Information contact point send a fax to (952)259-3633, reach out via email at KcmTodd.Midwifery@dept.healthcare.org. The staff here is happy to help in ['de'].",57630d70-0eb7-4062-a807-74606da638b2,f95cad47-3b5a-4257-a195-ace68506d5ba,51c756d4-6dda-4925-86d2-5fcc6714224c,30d6863f-11c2-42d8-8126-77895c6be596,"address: text, contact: [phone]"
"The Neurologisch at Kim-Todd Gesundheitszentrum is situated at Annika-Schuler-Gasse 17, 8046, in Linz. To connect with our Information contact point send a fax to (486)630-9419, reach out via email at KimTodd.Neurologic@dept.healthcare.org. The staff here is happy to help .",ee3c763d-2997-4088-ba31-24df44f10516,022c88c0-b563-446c-9cbf-0c64c039c71e,749ef679-c161-4767-b28a-85434a974df5,30d6863f-11c2-42d8-8126-77895c6be596,"address: country, contact: [availableLanguage, phone]"
"The Volksgezondheid at Burch LL CZorg is situated at 8582AO, in Oudwoude, Netherlands. To connect with our Information contact point call (0097)-410786. The staff here is happy to help in ['nl'].",d49d81b9-54d5-4ee1-b160-77f5d07aae7f,4a8b2fae-6209-41c3-afb6-88bbe3a56430,52c71bbd-94b2-4c54-be2b-0f3a655ff99f,c7405255-25cf-41c4-9c89-929692b035e0,"address: text, contact: [fax, email]"
"The Bone & Joint Clinic at Burch LL CZorg is situated at Marinusstraat 115, in Bunschoten-Spakenburg, Netherlands. To connect with our Emergency contact point call (035) 7800046, send a fax to +10(8)40-2753275. The staff here is happy to help .",34eba27e-aac4-4839-a9d6-cff87b67e167,7c5246f1-8fe5-475b-b771-877e141e39e7,8a624be8-c7e2-4825-8fd2-64ff06fb6410,c7405255-25cf-41c4-9c89-929692b035e0,"address: postalCode, contact: [availableLanguage, email]"
"The Endocrijns at Burch LL CZorg is situated at 4372KD, in Pernis Rotterdam, NL. To connect with our Information contact point call +3152 2748501, reach out via email at Burch.Endocrine@dept.healthcare.org. The staff here is happy to help in ['Dutch', 'English'].",daacae0c-c983-43fa-9102-9ff49930036a,0e8cff18-9e9d-4b77-ba34-b580eda0a0af,3ab88289-7324-4b18-96b1-a336ba2831ca,c7405255-25cf-41c4-9c89-929692b035e0,"address: text, contact: [fax]"
"The Mental Health at Burch LL CZorg is situated at 4505YN, in Munnekeburen, NL. To connect with our Referrals contact point call (1746) 310310. The staff here is happy to help in ['nl'].",3408850e-0fdc-46f4-aee6-0ff3492cd84e,6f30a7a2-5853-40c4-b053-7fbb2bcdacf3,b81b7f03-fb0a-4705-8e9a-a076faac8f76,c7405255-25cf-41c4-9c89-929692b035e0,"address: text, contact: [fax, email]"
"The Toxicologisch at Burch LL CZorg is situated at 6939 BJ, in Lgemeer, Netherlands. To connect with our Information contact point call +3194-1929490, send a fax to +31(0)86 8362629. The staff here is happy to help .",7166c54b-9305-4571-9e69-b4b0b54d83e5,603fa8f0-1549-4dee-830b-4d6d9575d095,e558abe1-7fc8-42e7-8a2d-e86e6910124a,c7405255-25cf-41c4-9c89-929692b035e0,"address: text, contact: [availableLanguage, email]"
"The Maternity Services at Burch LL CZorg is situated at Jefsweg 69, 3419RX, in Nispen. To connect with our Appointments contact point call +10(5)59-5631563, reach out via email at Burch.Midwifery@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",b4fecb14-b2b4-40cc-a636-c72f584ca7a8,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,6706e199-9aaa-4aa8-9bec-11a0d5bccf5e,c7405255-25cf-41c4-9c89-929692b035e0,"address: country, contact: [fax]"
"The Dieetvoeding at Burch LL CZorg is situated at Youssefhof 97B, 4744 MC, in Warmond. To connect with our Emergency contact point send a fax to +31(0)65 7902785, reach out via email at Burlh.Diet@dept.healthcare.org. The staff here is happy to help .",38b7db84-c39a-41ec-92b4-6ef212905a3a,daac3c58-e266-44c0-9848-d32e65f628ac,68f111c6-ddef-4680-9eb8-39597f119389,c7405255-25cf-41c4-9c89-929692b035e0,"address: country, contact: [availableLanguage, phone]"
"The Mental Health at Burch LL CZorg is situated at Juliebaan 30B, 2296TV, in Barendrecht. To connect with our Staff contact point call +31188-086167, send a fax to (0508) 687889. The staff here is happy to help .",09463e6f-3215-400e-a272-e2af92126ff1,43419ace-febd-4b72-ae24-df89e9c5c130,10d44b3d-8aca-4410-9c10-126197762b3a,c7405255-25cf-41c4-9c89-929692b035e0,"address: country, contact: [availableLanguage, email]"
"The Dermatologie at Burch LL CZorg is situated at Annemijnring 16, in IJlst, NL. To connect with our Appointments contact point send a fax to +31567 806730, reach out via email at Burch.Dermatology@dept.healthcare.org. The staff here is happy to help in ['nl', 'en'].",87dbfdda-8944-4eca-aab6-5b1daa5611a2,61ef4435-69ea-4db8-9541-b40f7635abe4,745c759a-691f-4f9a-9895-89611d03e632,c7405255-25cf-41c4-9c89-929692b035e0,"address: postalCode, contact: [phone]"
"The Toxicologisch at Burch LL CZorg is situated at 4372 TZ, in Wernhout, NL. To connect with our Emergency contact point send a fax to +3142-1484461, reach out via email at Burch.Toxicologic@dept.healthcare.org. The staff here is happy to help .",7766f556-ce51-4ffc-943d-da2a7bacbd85,a7176911-8230-488e-8b29-03f37d2c1e7e,f929fb27-3e4a-4540-b8b5-c1dece9c85a7,c7405255-25cf-41c4-9c89-929692b035e0,"address: text, contact: [availableLanguage, phone]"
"The Gastroenteroloogiline at Berg, Long and Middleton Terivsekeskus is situated at Triin Road 77, 11181, in Liivtown. To connect with our Emergency contact point reach out via email at Berg.Gastroenterologic@dept.healthcare.org. The staff here is happy to help in ['et'].",da6b236d-18a8-4f2e-843a-69ea1a6ed48d,2802e605-3fe6-4c84-9615-4be95b698ec7,1010e768-13f1-4080-bc0d-d51a9e00559b,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: country, contact: [fax, phone]"
"The Podiaatriline at Berg, Long and Middleton Terivsekeskus is situated at Jõgi Causeway 101, in Lake Aleksander, EE. To connect with our Information contact point call 7549738569, send a fax to 839-717-0341, reach out via email at Berg.Podiatric@dept.healthcare.org. The staff here is happy to help .",4a9007ca-67a1-4225-84e8-8209f7edf89b,b95a9bfb-827f-4f52-b905-b6dc9e888d32,b0a7ff0b-74e0-420a-8cca-24df24e60c17,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: postalCode, contact: [availableLanguage]"
"The Hormonal Health at Berg, Long and Middleton Terivsekeskus is situated at Siim Corners 52, in Antsside, EE. To connect with our Referrals contact point reach out via email at Berg.Endocrine@dept.healthcare.org. The staff here is happy to help in ['et', 'en'].",c1402fa6-756a-49be-a8c7-d9f108e0eb59,3899c22a-d4ed-41bd-9692-74a2acbe4ff6,6b5bc344-01bb-47e2-bf69-cd8fa4b4da1c,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: postalCode, contact: [fax, phone]"
"The Lihas -skeleti- at Berg, Long and Middleton Terivsekeskus is situated at 53409, in Markomouth, EE. To connect with our Staff contact point call (596)958-8188x425, send a fax to +1-224-712-5148x0071, reach out via email at Berg.Musculoskeletal@dept.healthcare.org. The staff here is happy to help .",cb89ba42-095b-4ec0-8b7f-62c4a371e89d,55e4ddc4-3d71-4abb-9ace-f37c8d61adb6,5555ee5d-84b5-4c83-9eb8-3dd2a1dec0c1,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: text, contact: [availableLanguage]"
"The Hormonal Health at Berg, Long and Middleton Terivsekeskus is situated at Andreev Mountains 144, 42298, in Roosilehtside. To connect with our Staff contact point call 9353528260, send a fax to 001-579-550-2428. The staff here is happy to help .",32c973a4-2580-4532-a7c0-16ad9e4b4102,de4452be-1567-43c9-af7a-98c53abe5a8d,a9e80538-880b-4ff9-b4b7-d61da17256a8,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: country, contact: [availableLanguage, email]"
"The Elder Care at Berg, Long and Middleton Terivsekeskus is situated at 60040, in Sandermouth, EE. To connect with our Emergency contact point send a fax to (218)919-2132x39644, reach out via email at Berg.Geriatric@dept.healthcare.org. The staff here is happy to help in ['et'].",767d3080-74d5-4980-b2ac-96120fc54496,aace1c9a-1c59-4fa1-b543-be48696b7284,5e573ddd-6b60-4f72-948e-40eb1fe43d64,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: text, contact: [phone]"
"The Genetics Unit at Berg, Long and Middleton Terivsekeskus is situated at Ojala Mall 143, 69451, in North Dmitrihaven. To connect with our Staff contact point call 842-242-8523x70724, reach out via email at Berg.Genetic@dept.healthcare.org. The staff here is happy to help in ['et', 'en'].",f5492fe4-471d-4312-aeee-86d52536c20e,9b935e61-28d1-4f89-87f9-e252d474ae8e,5073fc2b-c647-4e3c-8e19-967b8102ce40,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: country, contact: [fax]"
"The Gastroenteroloogiline at Berg, Long and Middleton Terivsekeskus is situated at 86485, in Viiraburgh, EE. To connect with our Appointments contact point call 301.775.3660, send a fax to +1-538-735-7371. The staff here is happy to help in ['et', 'en'].",704b2b61-62c7-431e-9da9-cdbca1c61284,a2d4870a-e360-4ea5-a600-bef84b4e2db2,f714f11a-c923-4c39-80e9-889de42d1ba0,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: text, contact: [email]"
"The Hematoloogiline at Berg, Long and Middleton Terivsekeskus is situated at 49095, in New Vello, EE. To connect with our Appointments contact point reach out via email at Berg.Hematologic@dept.healthcare.org. The staff here is happy to help in ['et'].",816c03df-3e33-4680-85c0-826ac67c6d5a,62d55697-ec36-42c8-ad3f-a0b6de8a6d76,5aeb3613-9cc4-4f93-8fd9-ba8f6dc6e925,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: text, contact: [fax, phone]"
"The Women's Health at Berg, Long and Middleton Terivsekeskus is situated at Priit Freeway 68, 49182, in Abramovfurt. To connect with our Appointments contact point call 725.722.5268. The staff here is happy to help in ['et'].",d3e8b9f1-798b-47b9-9954-748a029729f9,636164d8-bb88-41b8-9be5-f8a138462e03,76800d7a-bb11-4dbc-bd0f-8012f3cf3c33,4a863655-0a9d-499c-a269-8c2d614f1ddc,"address: country, contact: [fax, email]"
"The Infection Control at PG is situated at Ina-Hager-Ring 132, 6479, in Ternitz. To connect with our Emergency contact point send a fax to 321-651-4018x70599, reach out via email at PerezBecker.Infectious@dept.healthcare.org. The staff here is happy to help .",97e379e9-f919-4ea4-9d0b-bc0c6635897f,8c4990e1-820d-4c8e-a991-334cba4dede6,93c1d25b-124b-44fc-8571-605af163875c,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: country, contact: [availableLanguage, phone]"
"The Sprachpathologie at PG is situated at Constanze-Hirschmann-Gasse 142, 3665, in Drosendorf-Zissersdorf 1. To connect with our Staff contact point send a fax to 767-730-9628, reach out via email at PerezBecker.Speech@dept.healthcare.org. The staff here is happy to help in ['de'].",df1f2a73-fc78-4d8e-b085-3e44a546947b,5cf10f05-e927-4cd1-8763-9a9fa4134092,8eb9556d-7da2-4999-9436-93c6b76cfca2,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: country, contact: [phone]"
"The Laborwissenschaft at PG is situated at 3548, in Bad Leonfelden, AT. To connect with our Appointments contact point reach out via email at PerezBecker.Laboratory@dept.healthcare.org. The staff here is happy to help in ['de'].",0604b061-30d2-4eb7-9449-5504b90c55bf,cc552e29-1187-4fe4-81b4-f9bd2a80c809,2622126b-79e6-465b-85ac-ec616238495b,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: text, contact: [fax, phone]"
"The Rheumatologisch at PG is situated at Obermayrring 94, 2375, in Sankt Pölten. To connect with our Staff contact point reach out via email at PerezBecker.Rheumatologic@dept.healthcare.org. The staff here is happy to help in ['de', 'en'].",f6ef5d0a-25a1-4101-bf57-4e77fac49cf7,ea5fe267-5877-4d3a-a8b5-a07a9659a673,ab8c6b16-cc35-4ea7-a17d-8ad2c9d9d2a6,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: country, contact: [fax, phone]"
"The Women's Health at PG is situated at Buchbergergasse 123, 4320, in Sankt Veit an der Glan. To connect with our Information contact point call +1-650-470-0550, send a fax to 001-641-244-5672x53298, reach out via email at PerezBecker.Gynecologic@dept.healthcare.org. The staff here is happy to help .",6850f3a3-4507-4b46-b271-3810c5030168,71f00da3-b54d-4beb-af4d-0b016700c29f,09237dcc-b77c-4af1-b5fa-5ae843ff4aa7,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: country, contact: [availableLanguage]"
"The Nieren at PG is situated at Florentina-Haider-Straße 18, in Zwettl, AT. To connect with our Staff contact point call 001-332-215-0490, send a fax to +1-333-812-1909x9708, reach out via email at PerezBecker.Renal@dept.healthcare.org. The staff here is happy to help .",7159cd07-cb44-402b-b69e-14bce47d7cfe,73c46a50-a041-4cfb-9736-99ffc852ed2e,e92df0d8-5553-477b-8dfb-3ddd1fd512eb,5d393bf9-b2da-41f6-8c16-014a2e4a6e78,"address: postalCode, contact: [availableLanguage]"
"The Hingamisravi at Noavk PLC Tervisekeskus is situated at 46417, in Tomingasview, EE. To connect with our Referrals contact point send a fax to 001-688-826-8379x6355, reach out via email at Novak.Respiratory@dept.healthcare.org. The staff here is happy to help .",df561807-8c25-43ff-b4cc-0b62e7bb695c,2c12129c-487b-4acf-8535-c13d4d697998,918b59ec-2b6a-48a8-a8e1-19f70df23548,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: text, contact: [availableLanguage, phone]"
"The Otolarüngoloogiline at Noavk PLC Tervisekeskus is situated at Bondarenko Dam 122, in Port Martin, EE. To connect with our Information contact point send a fax to (365)251-0888x770, reach out via email at Novak.Otolaryngologic@dept.healthcare.org. The staff here is happy to help in ['et', 'en'].",c8e7e4e5-d3eb-4a23-b64b-f06e22a23be8,c44117e6-2c98-49d9-bd88-deb7fc584d66,799c82ee-f742-453b-a7a1-28de18310104,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: postalCode, contact: [phone]"
"The Hematoloogiline at Noavk PLC Tervisekeskus is situated at Katrin Parks 68, 72226, in South Kadriport. To connect with our Staff contact point call 001-755-982-6187, send a fax to 813-315-4293, reach out via email at Novak.Hematologic@dept.healthcare.org. The staff here is happy to help .",9b4a4276-da41-4bbc-b40b-5ddba649ec91,f84b85e7-da12-4d3a-bcaa-db1a7dcd07ad,5b93822b-cec8-44aa-a000-4c9f716f9ea7,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: country, contact: [availableLanguage]"
"The Podiaatriline at Noavk PLC Tervisekeskus is situated at Linda Expressway 107, 82276, in Mõttustown. To connect with our Referrals contact point send a fax to (203)841-5253, reach out via email at Novak.Podiatric@dept.healthcare.org. The staff here is happy to help .",b07ce4cb-bc28-4c8c-9e6a-0f46a893e447,eedbba8b-0f83-41ee-b2ac-89bdb2998fa3,b0ca76f7-17f9-4524-8332-ed33bba6e752,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: country, contact: [availableLanguage, phone]"
"The Gastroenteroloogiline at Noavk PLC Tervisekeskus is situated at Vaht Prairie 14, 28799, in Gerassimovville. To connect with our Referrals contact point call 815.536.9489x002. The staff here is happy to help in ['et'].",473d6d85-56d2-4bf9-9b82-7bb955fc6343,1ba43eaf-84f4-4346-9301-6d9e87d3b238,87e87d1f-9af4-402a-8703-a4230fa8aee9,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: country, contact: [fax, email]"
"The Women's Health at Noavk PLC Tervisekeskus is situated at 71568, in Mihkeltown, EE. To connect with our Information contact point call (445)726-5176, send a fax to 537.763.2598x79412, reach out via email at Novak.Gynecologic@dept.healthcare.org. The staff here is happy to help .",85bd8d14-3cd3-45dc-8368-557f39795e8c,572b4813-53e1-4084-8089-a684556ec366,21f04ef1-e253-4910-9e10-c49316197d45,3e332f35-086c-4768-b0fe-3cfc991ab513,"address: text, contact: [availableLanguage]"
